,,,upper bound,lower bound,,slow ema,fast ema,,,% return
1h,20000,15,0.996,1.004,7,34,3,449,449,223.66294197056865
1h,20000,15,0.996,1.004,7,34,4,413,413,204.1632978533837
1h,20000,15,0.996,1.004,7,34,5,392,392,249.42472344957963
1h,20000,15,0.996,1.004,7,34,6,374,374,216.57227036706473
1h,20000,15,0.996,1.004,7,34,7,350,350,258.2305709157608
1h,20000,15,0.996,1.004,7,34,8,341,341,195.49975290114236
1h,20000,15,0.996,1.004,7,34,9,334,334,180.34107287418854
1h,20000,15,0.996,1.004,7,35,3,442,442,231.02789810743727
1h,20000,15,0.996,1.004,7,35,4,415,415,211.52173342472622
1h,20000,15,0.996,1.004,7,35,5,376,376,260.2004648418915
1h,20000,15,0.996,1.004,7,35,6,358,358,228.8500992973021
1h,20000,15,0.996,1.004,7,35,7,350,350,190.09347431246266
1h,20000,15,0.996,1.004,7,35,8,335,335,180.76970589054696
1h,20000,15,0.996,1.004,7,35,9,331,331,174.75953281162404
1h,20000,15,0.996,1.004,7,36,3,441,441,248.271834624869
1h,20000,15,0.996,1.004,7,36,4,410,410,195.5502695415676
1h,20000,15,0.996,1.004,7,36,5,370,370,270.8317100425268
1h,20000,15,0.996,1.004,7,36,6,357,357,190.07151336350648
1h,20000,15,0.996,1.004,7,36,7,346,346,178.27745136581225
1h,20000,15,0.996,1.004,7,36,8,330,330,182.61720126313287
1h,20000,15,0.996,1.004,7,36,9,325,325,160.1640513722312
1h,20000,15,0.996,1.004,7,37,3,426,426,259.70231980200674
1h,20000,15,0.996,1.004,7,37,4,394,394,224.933458704539
1h,20000,15,0.996,1.004,7,37,5,371,371,250.85650479404404
1h,20000,15,0.996,1.004,7,37,6,350,350,178.00973450626438
1h,20000,15,0.996,1.004,7,37,7,344,344,170.19615180077076
1h,20000,15,0.996,1.004,7,37,8,333,333,158.27702444863215
1h,20000,15,0.996,1.004,7,37,9,321,321,138.3398033853862
1h,20000,15,0.996,1.004,7,38,3,412,412,243.17924337200773
1h,20000,15,0.996,1.004,7,38,4,384,384,264.18276916290057
1h,20000,15,0.996,1.004,7,38,5,370,370,207.0304911847403
1h,20000,15,0.996,1.004,7,38,6,351,351,168.738509011453
1h,20000,15,0.996,1.004,7,38,7,340,340,163.5651906312501
1h,20000,15,0.996,1.004,7,38,8,327,327,131.35844146194353
1h,20000,15,0.996,1.004,7,38,9,327,327,132.53065162941243
1h,20000,15,0.996,1.004,7,39,3,409,409,240.4196458828925
1h,20000,15,0.996,1.004,7,39,4,379,379,244.6521700398341
1h,20000,15,0.996,1.004,7,39,5,363,363,208.65576667295738
1h,20000,15,0.996,1.004,7,39,6,345,345,164.47189600109473
1h,20000,15,0.996,1.004,7,39,7,332,332,158.99233407488086
1h,20000,15,0.996,1.004,7,39,8,328,328,155.94884501607567
1h,20000,15,0.996,1.004,7,39,9,322,322,126.41200252590123
1h,20000,15,0.996,1.004,7,40,3,408,408,261.6705800752578
1h,20000,15,0.996,1.004,7,40,4,377,377,236.70744048762012
1h,20000,15,0.996,1.004,7,40,5,351,351,218.47755099640392
1h,20000,15,0.996,1.004,7,40,6,333,333,181.7102832315316
1h,20000,15,0.996,1.004,7,40,7,317,317,178.20171510491295
1h,20000,15,0.996,1.004,7,40,8,314,314,151.64823931770712
1h,20000,15,0.996,1.004,7,40,9,309,309,138.7898570528064
1h,20000,15,0.996,1.004,7,41,3,408,408,268.96173561668434
1h,20000,15,0.996,1.004,7,41,4,374,374,205.31712849972763
1h,20000,15,0.996,1.004,7,41,5,343,343,202.48223877918215
1h,20000,15,0.996,1.004,7,41,6,326,326,173.22843401088784
1h,20000,15,0.996,1.004,7,41,7,313,313,182.78683557577574
1h,20000,15,0.996,1.004,7,41,8,306,306,146.5037965314107
1h,20000,15,0.996,1.004,7,41,9,303,303,119.89178269088421
1h,20000,15,0.996,1.004,7,42,3,402,402,285.4147916312224
1h,20000,15,0.996,1.004,7,42,4,366,366,189.21803063294388
1h,20000,15,0.996,1.004,7,42,5,339,339,200.56167634850289
1h,20000,15,0.996,1.004,7,42,6,321,321,172.2056092238369
1h,20000,15,0.996,1.004,7,42,7,306,306,167.88137426080291
1h,20000,15,0.996,1.004,7,42,8,299,299,146.15204239035228
1h,20000,15,0.996,1.004,7,42,9,289,289,141.9418429540167
1h,20000,15,0.996,1.004,7,43,3,398,398,242.1063740217499
1h,20000,15,0.996,1.004,7,43,4,356,356,222.6836121712624
1h,20000,15,0.996,1.004,7,43,5,340,340,173.34791193776394
1h,20000,15,0.996,1.004,7,43,6,315,315,179.95541260133487
1h,20000,15,0.996,1.004,7,43,7,302,302,155.4629827709748
1h,20000,15,0.996,1.004,7,43,8,291,291,156.48634412690606
1h,20000,15,0.996,1.004,7,43,9,285,285,141.9456628156035
1h,20000,15,0.996,1.004,7,44,3,391,391,231.0608696317797
1h,20000,15,0.996,1.004,7,44,4,358,358,215.67903152538358
1h,20000,15,0.996,1.004,7,44,5,339,339,189.19596181179523
1h,20000,15,0.996,1.004,7,44,6,310,310,148.96732640756437
1h,20000,15,0.996,1.004,7,44,7,299,299,144.5293789797725
1h,20000,15,0.996,1.004,7,44,8,292,292,149.95989321513852
1h,20000,15,0.996,1.004,7,44,9,281,281,163.1205543469172
1h,20000,15,0.996,1.004,7,45,3,397,397,219.86148097844426
1h,20000,15,0.996,1.004,7,45,4,350,350,216.5751676728836
1h,20000,15,0.996,1.004,7,45,5,332,332,163.01226731182638
1h,20000,15,0.996,1.004,7,45,6,310,310,145.5234875324735
1h,20000,15,0.996,1.004,7,45,7,290,290,147.5097496897758
1h,20000,15,0.996,1.004,7,45,8,281,281,143.1306067386037
1h,20000,15,0.996,1.004,7,45,9,272,272,149.33791556015495
1h,20000,15,0.996,1.004,7,46,3,393,393,185.950928886479
1h,20000,15,0.996,1.004,7,46,4,356,356,176.35076396693302
1h,20000,15,0.996,1.004,7,46,5,326,326,167.11368146706258
1h,20000,15,0.996,1.004,7,46,6,306,306,139.1915116266529
1h,20000,15,0.996,1.004,7,46,7,282,282,164.0320660254389
1h,20000,15,0.996,1.004,7,46,8,274,274,134.09183245070767
1h,20000,15,0.996,1.004,7,46,9,266,266,117.91244148644435
1h,20000,15,0.996,1.004,7,47,3,378,378,192.49593888419477
1h,20000,15,0.996,1.004,7,47,4,347,347,170.3483523821006
1h,20000,15,0.996,1.004,7,47,5,322,322,169.44802197351558
1h,20000,15,0.996,1.004,7,47,6,298,298,166.54596548354323
1h,20000,15,0.996,1.004,7,47,7,288,288,173.74378410356917
1h,20000,15,0.996,1.004,7,47,8,273,273,138.94411171698638
1h,20000,15,0.996,1.004,7,47,9,264,264,122.18582707316146
1h,20000,15,0.996,1.004,7,48,3,367,367,204.75203447856583
1h,20000,15,0.996,1.004,7,48,4,342,342,192.36248822339013
1h,20000,15,0.996,1.004,7,48,5,318,318,159.34598089672156
1h,20000,15,0.996,1.004,7,48,6,294,294,172.98455098287505
1h,20000,15,0.996,1.004,7,48,7,285,285,169.9932123537105
1h,20000,15,0.996,1.004,7,48,8,275,275,164.9510038474412
1h,20000,15,0.996,1.004,7,48,9,261,261,143.28951193252334
1h,20000,15,0.996,1.004,7,49,3,363,363,230.83490513624065
1h,20000,15,0.996,1.004,7,49,4,334,334,205.69545559332582
1h,20000,15,0.996,1.004,7,49,5,312,312,192.02777323450806
1h,20000,15,0.996,1.004,7,49,6,291,291,186.98909577800293
1h,20000,15,0.996,1.004,7,49,7,285,285,173.05377231347768
1h,20000,15,0.996,1.004,7,49,8,275,275,157.33415997906985
1h,20000,15,0.996,1.004,7,49,9,258,258,157.8171290647695
1h,20000,15,0.996,1.004,7,30,1,665,664,162.4147289991874
1h,20000,15,0.996,1.004,7,30,2,566,565,166.2331341362531
1h,20000,15,0.996,1.004,7,31,1,659,658,156.26548957492327
1h,20000,15,0.996,1.004,7,31,2,548,547,203.72349226528712
1h,20000,15,0.996,1.004,7,32,1,639,638,155.22560850979156
1h,20000,15,0.996,1.004,7,32,2,526,525,188.3824714115974
1h,20000,15,0.996,1.004,7,33,1,627,626,168.35739234205764
1h,20000,15,0.996,1.004,7,33,2,518,517,187.1075707953037
1h,20000,15,0.996,1.004,7,34,1,608,607,179.1659095414258
1h,20000,15,0.996,1.004,7,34,2,514,513,189.35617664031074
1h,20000,15,0.996,1.004,7,30,3,507,506,224.6609241014601
1h,20000,15,0.996,1.004,7,30,4,466,465,254.91593022102745
1h,20000,15,0.996,1.004,7,31,3,491,490,208.474034660965
1h,20000,15,0.996,1.004,7,31,4,446,445,271.4695606779334
1h,20000,15,0.996,1.004,7,32,3,479,478,225.55452733033334
1h,20000,15,0.996,1.004,7,32,4,439,438,253.45835400194622
1h,20000,15,0.996,1.004,7,33,3,458,457,211.1933711825498
1h,20000,15,0.996,1.004,7,33,4,426,425,242.6918468001511
1h,20000,15,0.996,1.004,7,34,3,450,449,223.66294197056865
1h,20000,15,0.996,1.004,7,34,4,414,413,204.1632978533837
1h,20000,15,0.996,1.004,7,35,1,600,599,180.82955933452482
1h,20000,15,0.996,1.004,7,35,2,504,503,180.35078924412932
1h,20000,15,0.996,1.004,7,35,3,443,442,231.02789810743727
1h,20000,15,0.996,1.004,7,36,2,495,494,192.304128532437
1h,20000,15,0.996,1.004,7,36,3,442,441,248.271834624869
1h,20000,15,0.996,1.004,7,36,4,411,410,195.5502695415676
1h,20000,15,0.996,1.004,7,37,2,490,489,207.95847087314624
1h,20000,15,0.996,1.004,7,37,3,427,426,259.70231980200674
1h,20000,15,0.996,1.004,7,37,4,395,394,224.933458704539
1h,20000,15,0.996,1.004,7,38,2,484,483,201.40109934357383
1h,20000,15,0.996,1.004,7,38,3,413,412,243.17924337200773
1h,20000,15,0.996,1.004,7,38,4,385,384,264.18276916290057
1h,20000,15,0.996,1.004,7,39,2,466,465,240.4985324833612
1h,20000,15,0.996,1.004,7,39,3,410,409,240.4196458828925
1h,20000,15,0.996,1.004,7,39,4,380,379,244.6521700398341
1h,20000,15,0.996,1.004,7,40,2,468,467,232.43477562914885
1h,20000,15,0.996,1.004,7,40,3,409,408,261.6705800752578
1h,20000,15,0.996,1.004,7,40,4,378,377,236.70744048762012
1h,20000,15,0.996,1.004,7,41,2,460,459,262.11924915398197
1h,20000,15,0.996,1.004,7,41,3,409,408,268.96173561668434
